terminal_id,borough,zone
4605.04,Brooklyn,NONE
5343.11,Manhattan,Manhattan Community Board 3
8029.28,Manhattan,NONE
3960.01,Brooklyn,Prospect Heights
8018.04,Manhattan,Manhattan Community Board 9
3056.05,Brooklyn,NONE
6865.03,Queens County,Astoria
5115.01,Queens County,Ridgewood
5869.04,Brooklyn,NONE
8715.06,Manhattan,Manhattan Community Board 12
3208.07,Brooklyn,NONE
8353.02,Manhattan,Manhattan Community Board 12
5392.04,Queens County,Middle Village
7687.05,The Bronx,Mott Haven
6254.06,Manhattan,Manhattan Community Board 1
3000.08,Brooklyn,NONE
8153.1,Manhattan,Manhattan Community Board 12
3492.04,Brooklyn,South Slope
5257.01,Queens County,NONE
3161.02,Brooklyn,NONE
8145.03,The Bronx,High Bridge
7170.04,Queens County,Steinway
6025.08,Queens County,Sunnyside
5321.08,Queens County,Middle Village
6076.02,Queens,Sunnyside
4408.07,Brooklyn,NONE
7563.06,Manhattan,East Harlem
6190.03,Manhattan,NONE
4695.04,Brooklyn,NONE
4334.02,Brooklyn,NONE
8650.11,Manhattan,Manhattan Community Board 12
6001.01,Queens County,Blissville
4137.14,Brooklyn,Red Hook
4301.04,Brooklyn,Bedford-Stuyvesant
7881.09,Manhattan,Manhattanville
6656.05,Queens County,Ravenswood
7884.04,The Bronx,Bronx County
3599.01,Brooklyn,NONE
5362.08,Brooklyn,NONE
6486.07,Queens County,Sunnyside Gardens
5160.01,Queens County,Middle Village
3172.01,Brooklyn,NONE
7945.03,The Bronx,Bronx County
5167.06,Manhattan,Manhattan Community Board 3
4339.01,Brooklyn,Cobble Hill
3934.06,Brooklyn,Eastern Parkway
6771.13,Manhattan,Manhattan Community Board 5
6257.03,Manhattan,Manhattan Community Board 4
5659.11,Manhattan,Alphabet City
6682.08,Manhattan,Roosevelt Island
5351.07,Manhattan,Five Points
3593.01,Brooklyn,Crown Heights
7927.08,The Bronx,Bronx County
6390.05,Queens County,NONE
6627.12,Queens County,NONE
8665.02,Manhattan,Manhattan Community Board 12
4582.08,Brooklyn,NONE
8233.01,The Bronx,High Bridge
2971.02,Brooklyn,NONE
5115.05,Queens County,Ridgewood
8532.03,Manhattan,Manhattan Community Board 12
3214.04,Brooklyn,NONE
6151.03,Queens County,NONE
4560.01,Brooklyn,NONE
6662.01,Queens County,NONE
8579.09,Manhattan,Manhattan Community Board 12
6907.03,Queens County,Sunnyside Gardens
2861.02,Brooklyn,NONE
6170.02,Queens County,Hunters Point
3742.11,Brooklyn,NONE
4202.04,Brooklyn,Red Hook
6502.01,Queens County,Woodside
8631.03,The Bronx,Bedford Park
4181.1,Brooklyn,NONE
8065.13,Manhattan,NONE
8407.03,The Bronx,Morris Heights
7066.01,Queens County,Steinway
3991.04,Brooklyn,Eastern Parkway
4727.06,Queens County,Ridgewood
3625.04,Brooklyn,NONE
7987.14,The Bronx,Bronx County
8732.04,Manhattan,Manhattan Community Board 12
8077.07,The Bronx,High Bridge
4366.01,Brooklyn,NONE
3439.03,Brooklyn,NONE
4434.06,Brooklyn,Bedford-Stuyvesant
6143.01,Queens County,Sunnyside
6748.04,Queens County,Jackson Heights
8582.02,The Bronx,Bedford Park
6660.07,Queens County,East Elmhurst
8196.02,The Bronx,Charlotte Gardens
6804.01,Queens County,NONE
6423.03,Queens County,Corona
4086.06,Brooklyn,Red Hook
8511.08,Manhattan,Fort George
8795.03,The Bronx,Norwood
8000.02,The Bronx,Melrose
6524.01,Queens County,Corona
8734.04,The Bronx,Bedford Park
7940.04,The Bronx,Melrose
5772.05,Manhattan,Manhattan Community Board 2
6514.08,Queens County,Queensbridge
4816.02,Brooklyn,NONE
8182.02,The Bronx,Charlotte Gardens
4735.16,Brooklyn,NONE
8636.04,Manhattan,Manhattan Community Board 12
6426.05,Queens County,Woodside
7983.02,The Bronx,Bronx County
6176.11,Queens County,Sunnyside Gardens
7922.01,The Bronx,Bronx County
3230.01,Brooklyn,Kensington
6218.04,Queens County,Sunnyside Gardens
8129.02,The Bronx,Charlotte Gardens
7098.05,Queens County,Astoria
3132.09,Brooklyn,NONE
6949.04,Queens County,NONE
3782.03,Brooklyn,Crown Heights
8535.09,The Bronx,University Heights
7868.05,The Bronx,Mott Haven
7867.04,The Bronx,Bronx County
8104.1,Manhattan,Manhattan Community Board 12
3608.06,Brooklyn,Crown Heights
5779.09,Manhattan,Alphabet City
3934.07,Brooklyn,Eastern Parkway
6283.05,Queens County,Sunnyside Gardens
3034.02,Brooklyn,Kensington
8119.05,Manhattan,Manhattan Community Board 12
6520.06,Queens County,Sunnyside Gardens
5956.05,Queens County,NONE
4600.09,Brooklyn,NONE
4507.07,Brooklyn,NONE
6499.06,Queens County,Corona
4293.05,Brooklyn,Ocean Hill
8546.06,The Bronx,Fordham
